[0.77 0.92 0.73 0.05 0.66 0.73 0.50 0.16 0.87 0.48 1.00 0.26 0.16 0.03 0.94 0.30 0.01 0.51 0.88 0.81 0.03 0.39 0.31 0.10 0.69 0.76 0.04 0.50 0.54 0.76 0.23 0.76 0.34 0.32 0.94 0.81 0.29 0.62 0.87 0.78 0.41 0.39 0.72 0.42 0.79 0.46 0.08 0.74 0.00 0.93 0.69 0.92 0.31 0.61 0.71 0.14 0.76 0.59 0.93 0.99 0.18 0.76 0.02 0.31 0.72 0.54 0.67 0.15 0.65 0.90 0.34 0.23 0.84 0.19 0.36 0.93 0.80 0.72 0.84 0.36 0.56 0.96 0.82 0.61 0.38 0.15 0.15 0.47 0.89 0.75 0.25 ]
[0.19 0.23 0.33 0.95 0.60 0.61 0.90 0.05 0.61 0.70 0.26 1.00 0.55 0.04 0.15 0.95 0.84 0.14 0.45 0.12 0.34 0.93 0.72 0.06 0.28 0.35 0.13 0.69 0.49 0.74 0.07 0.86 0.67 0.05 0.05 0.13 0.39 0.54 0.88 0.34 0.94 0.08 0.91 0.48 0.22 0.87 0.65 0.22 0.95 0.19 0.11 0.79 0.42 0.45 0.80 0.42 0.80 0.51 0.18 0.23 0.69 0.56 0.73 0.62 0.84 0.63 0.94 0.52 0.15 0.64 0.84 0.14 0.94 0.69 0.11 0.90 0.25 0.72 0.80 0.71 0.98 0.17 0.52 0.28 0.60 0.72 0.06 0.12 0.74 0.81 0.03 ]
[0.67 0.81 0.67 0.94 0.50 0.09 0.02 0.45 0.06 0.64 0.16 0.55 1.00 0.95 0.95 0.60 0.47 0.11 0.83 0.37 0.52 0.40 0.03 0.19 0.59 1.00 0.42 0.67 0.31 0.97 0.24 0.35 0.40 0.31 0.33 0.89 0.16 0.53 0.89 0.16 0.72 0.60 0.54 0.81 0.97 0.63 0.90 0.25 0.98 0.90 0.89 0.31 0.68 0.52 0.44 0.84 0.42 0.53 0.86 0.15 0.78 0.61 0.58 0.09 0.64 0.18 0.13 0.06 0.79 0.13 0.35 0.20 0.24 0.02 0.40 0.66 0.09 0.85 0.40 0.87 0.96 0.19 0.06 0.12 0.82 0.76 0.80 0.99 0.87 0.83 0.95 ]
[0.38 0.64 0.58 0.65 0.97 0.71 0.11 0.45 0.72 0.26 0.03 0.04 0.95 1.00 0.18 0.48 0.05 0.46 0.78 0.52 0.57 0.66 0.42 0.45 0.38 0.50 0.99 0.72 0.33 0.63 0.62 0.42 0.98 0.18 0.87 0.98 0.72 0.64 0.73 0.09 0.39 0.50 0.99 0.23 0.08 0.19 0.47 0.38 0.02 0.23 0.44 0.68 0.43 0.87 0.41 0.07 0.92 0.22 0.08 0.22 0.04 0.11 0.23 0.64 0.53 0.94 0.37 0.52 0.17 0.24 0.05 0.72 0.96 0.86 0.88 0.32 0.23 0.44 0.40 0.89 0.86 0.42 0.37 0.23 0.36 0.80 0.66 0.23 0.47 0.36 0.72 ]
[0.03 0.29 0.72 0.08 0.02 0.67 0.24 0.63 0.18 0.39 0.94 0.15 0.95 0.18 1.00 0.72 0.83 0.21 0.88 0.81 0.99 0.18 0.82 0.04 0.61 0.64 0.65 0.97 0.91 0.88 0.48 0.06 0.83 0.02 0.99 0.70 0.52 0.62 0.11 0.92 0.04 0.16 0.51 0.84 0.41 0.77 0.70 0.91 0.78 0.87 0.28 0.81 0.67 0.15 0.44 0.41 0.95 0.03 0.40 0.74 0.18 0.58 0.65 0.12 0.49 0.69 0.22 0.46 0.28 0.29 0.70 0.58 0.01 0.99 0.82 0.14 0.95 0.96 0.35 0.82 0.68 0.76 0.94 0.89 0.71 0.07 0.01 0.52 0.33 0.08 0.60 ]
[0.31 0.33 0.18 0.96 0.63 0.46 0.73 0.88 0.54 0.87 0.30 0.95 0.60 0.48 0.72 1.00 0.05 0.18 0.94 0.86 0.16 0.96 0.95 0.32 0.34 0.01 0.24 1.00 0.43 0.36 0.89 0.48 0.82 0.17 0.72 0.63 0.89 0.51 0.90 0.60 0.78 0.35 0.56 0.06 0.99 0.30 0.22 0.23 0.50 0.49 0.11 0.51 0.05 0.64 0.09 0.81 0.70 0.27 0.92 0.08 0.89 0.39 0.27 0.55 0.57 0.14 0.32 0.78 0.28 0.94 0.22 0.55 0.39 0.49 0.07 0.62 0.46 0.13 0.25 0.68 0.38 0.56 0.41 0.56 0.20 0.36 0.25 0.36 0.26 0.89 0.13 ]
[0.59 0.37 0.08 0.92 0.37 0.01 0.93 0.79 0.16 0.41 0.01 0.84 0.47 0.05 0.83 0.05 1.00 0.62 0.39 0.80 0.52 0.94 0.48 0.91 0.07 0.15 0.65 0.50 0.25 0.04 0.33 0.96 0.58 0.45 0.53 0.94 0.35 0.71 0.46 0.56 0.16 0.00 0.20 0.12 0.17 0.19 0.12 0.30 0.23 0.99 0.91 0.13 0.95 0.39 0.27 0.42 0.59 0.33 0.03 0.66 0.73 0.74 0.20 0.10 0.44 0.04 0.84 0.19 0.19 0.89 0.21 0.09 0.89 0.42 0.66 0.70 0.29 0.67 0.90 0.88 0.20 0.69 0.30 0.38 0.14 0.11 0.77 0.61 0.52 0.18 0.90 ]
[0.32 0.46 0.47 0.34 0.27 0.41 0.46 0.32 0.70 0.69 0.51 0.14 0.11 0.46 0.21 0.18 0.62 1.00 0.76 0.20 0.68 0.68 0.86 0.42 0.23 0.87 0.87 0.96 0.56 0.58 0.42 0.01 1.00 0.20 0.61 0.38 0.51 0.45 0.80 0.22 0.79 0.59 0.67 0.90 0.60 0.88 0.73 0.97 0.30 0.80 0.94 0.21 0.77 0.02 0.20 0.51 0.14 0.75 0.43 0.79 0.72 0.80 0.42 0.69 0.80 0.91 0.91 0.04 0.27 0.24 0.18 0.26 0.46 0.14 0.97 0.94 0.69 0.53 0.52 0.86 0.44 0.84 0.52 0.97 0.14 0.05 0.93 0.75 0.46 0.55 0.69 ]
[0.14 0.61 0.48 0.16 0.46 0.44 0.60 0.41 0.35 0.66 0.88 0.45 0.83 0.78 0.88 0.94 0.39 0.76 1.00 0.25 0.27 0.07 0.73 0.60 0.09 0.18 0.21 0.96 0.60 0.94 0.69 0.42 0.88 0.29 0.11 0.70 0.57 0.42 0.61 0.66 0.72 0.00 0.78 0.61 0.63 0.27 0.67 0.83 0.42 0.19 0.49 0.25 0.86 0.10 0.79 0.09 0.51 0.05 0.58 0.02 0.87 0.54 0.62 0.20 0.15 0.03 0.56 0.31 0.14 0.49 0.95 0.27 0.51 0.09 0.94 0.68 0.76 0.32 0.38 0.32 0.09 0.58 0.49 0.25 0.36 0.09 0.43 0.43 0.86 0.30 0.65 ]
[0.68 0.69 0.93 0.97 0.34 0.44 0.64 0.88 0.50 0.57 0.81 0.12 0.37 0.52 0.81 0.86 0.80 0.20 0.25 1.00 0.00 0.05 0.72 0.30 0.18 0.21 0.29 0.66 0.13 0.90 0.22 0.17 0.32 0.95 0.90 0.72 0.42 0.54 0.55 0.44 0.65 0.90 0.82 0.69 0.98 0.01 0.19 0.84 0.15 0.80 0.18 0.63 0.86 0.99 0.96 0.38 0.59 0.12 0.44 0.39 0.22 0.19 0.47 0.57 0.62 0.08 0.90 0.89 0.11 0.07 0.46 0.65 0.86 0.23 0.17 0.80 0.65 0.86 0.57 0.27 0.01 0.99 0.51 0.93 0.58 0.61 0.39 0.80 0.58 0.10 0.74 ]
[0.43 0.37 0.24 0.97 0.33 0.56 0.12 0.56 0.33 0.24 0.03 0.34 0.52 0.57 0.99 0.16 0.52 0.68 0.27 0.00 1.00 0.08 0.01 0.83 0.78 0.79 0.23 0.91 0.33 0.67 0.18 0.83 0.94 0.31 0.70 0.19 0.51 0.72 0.98 0.34 0.64 0.77 0.03 0.54 0.39 0.35 0.15 0.31 0.02 0.72 0.61 0.81 0.80 0.29 0.26 0.40 0.85 0.55 0.28 0.07 0.80 0.25 0.81 0.15 0.28 0.10 0.04 0.45 0.98 0.17 0.90 0.87 0.45 0.82 0.16 0.99 0.43 0.93 0.89 0.36 0.71 0.13 0.35 0.18 0.13 0.83 0.71 0.14 0.35 0.04 0.08 ]
[0.86 0.08 0.58 0.22 0.99 0.13 0.77 0.90 0.86 0.64 0.39 0.93 0.40 0.66 0.18 0.96 0.94 0.68 0.07 0.05 0.08 1.00 0.25 0.94 0.26 0.07 0.53 0.46 0.95 0.02 0.48 0.48 0.25 0.72 0.73 0.08 0.51 0.49 0.61 0.59 0.98 0.76 0.63 0.12 0.63 1.00 0.35 0.82 0.91 0.04 0.25 0.70 0.00 0.95 0.64 0.82 0.96 0.68 0.87 0.39 0.28 0.27 0.22 0.66 0.16 0.95 0.72 0.45 0.23 0.51 0.52 0.76 0.90 0.97 0.54 0.10 0.48 0.69 0.50 0.38 0.37 0.41 0.72 0.84 0.96 0.46 0.12 0.84 0.58 0.70 0.94 ]
[0.90 0.61 0.40 0.47 0.16 0.48 0.33 0.91 0.95 0.46 0.31 0.72 0.03 0.42 0.82 0.95 0.48 0.86 0.73 0.72 0.01 0.25 1.00 0.95 0.45 0.33 0.24 0.11 0.71 0.37 0.58 0.95 0.52 0.52 0.42 0.29 0.65 0.34 0.33 0.91 0.24 0.86 0.15 0.81 0.44 0.05 0.37 0.77 0.36 0.14 0.60 0.85 0.96 0.19 0.78 0.40 0.48 0.01 0.38 0.09 0.37 0.40 0.68 0.55 0.31 0.19 0.99 0.82 0.29 0.74 0.91 0.92 0.02 0.82 0.60 0.15 0.55 0.10 0.20 0.33 0.41 0.95 0.10 0.06 0.18 0.61 0.20 0.09 0.16 0.04 0.05 ]
[0.34 0.90 0.79 0.45 0.05 0.90 0.66 0.26 0.05 0.63 0.10 0.06 0.19 0.45 0.04 0.32 0.91 0.42 0.60 0.30 0.83 0.94 0.95 1.00 0.71 0.67 0.40 0.93 0.47 0.16 0.12 0.86 0.82 0.45 0.15 0.94 0.49 0.45 0.66 0.62 0.62 0.37 0.16 0.54 0.11 0.81 0.94 0.59 0.34 0.95 0.77 0.93 0.51 0.94 0.55 0.48 0.67 0.96 0.32 0.32 0.32 0.93 0.81 0.67 0.01 0.96 0.19 0.56 0.34 0.73 0.82 0.10 0.51 0.79 0.37 0.89 0.14 0.21 0.33 0.62 0.40 0.46 0.99 0.69 0.67 0.53 0.25 0.25 0.70 0.97 0.65 ]
[0.48 0.19 0.43 0.50 0.15 0.73 0.19 0.48 0.69 0.51 0.69 0.28 0.59 0.38 0.61 0.34 0.07 0.23 0.09 0.18 0.78 0.26 0.45 0.71 1.00 0.26 0.27 0.56 0.78 0.46 0.45 0.07 0.18 0.37 0.55 0.46 0.41 0.49 0.00 0.75 0.19 0.69 0.53 0.36 0.26 0.37 0.76 0.06 0.67 1.00 0.24 0.86 0.79 0.84 0.01 0.05 0.35 0.57 0.60 0.43 0.27 0.94 0.62 0.95 0.54 0.25 0.07 0.31 0.24 0.42 0.55 0.86 0.81 0.46 0.67 0.36 0.25 0.59 0.64 0.88 0.84 0.26 0.64 0.69 0.34 0.92 0.65 0.77 0.19 0.18 0.36 ]
[0.31 0.42 0.74 0.18 0.56 0.29 0.58 0.24 0.10 0.88 0.76 0.35 1.00 0.50 0.64 0.01 0.15 0.87 0.18 0.21 0.79 0.07 0.33 0.67 0.26 1.00 0.08 0.45 0.74 0.40 0.48 0.12 0.12 0.44 0.06 0.17 0.24 0.76 0.14 0.47 0.51 0.65 0.60 0.52 0.18 0.25 0.87 0.14 0.91 0.37 0.34 0.59 0.05 0.50 0.99 0.22 0.56 0.68 0.24 0.02 0.85 0.15 0.96 0.51 0.87 0.79 0.59 0.12 0.63 0.28 0.49 0.41 0.70 0.98 0.34 0.82 0.53 0.93 0.28 0.74 0.14 0.85 0.56 0.11 0.47 0.97 0.28 0.91 0.72 0.51 0.73 ]
[0.85 0.53 0.97 0.37 0.04 0.08 0.57 0.48 0.98 0.41 0.04 0.13 0.42 0.99 0.65 0.24 0.65 0.87 0.21 0.29 0.23 0.53 0.24 0.40 0.27 0.08 1.00 0.84 0.52 0.37 0.03 0.09 0.37 0.36 0.45 0.96 0.97 0.03 0.70 0.85 0.57 0.30 0.51 0.86 0.69 0.43 0.11 0.69 0.17 0.14 0.87 0.16 0.37 0.39 0.23 0.29 0.79 0.46 0.63 0.64 0.61 0.33 0.34 0.90 0.57 0.46 0.62 0.42 0.63 0.21 0.25 0.82 0.02 0.47 0.40 0.14 0.61 0.34 0.93 0.65 0.59 0.78 0.97 0.26 0.52 0.99 0.43 0.75 0.91 0.96 0.85 ]
[0.73 0.31 0.81 0.89 0.45 0.04 0.25 0.14 0.91 0.49 0.50 0.69 0.67 0.72 0.97 1.00 0.50 0.96 0.96 0.66 0.91 0.46 0.11 0.93 0.56 0.45 0.84 1.00 0.25 0.58 0.37 0.36 0.70 0.67 0.49 0.82 0.65 0.57 0.71 0.94 0.15 0.29 0.86 0.51 0.67 0.65 0.03 0.67 0.31 0.48 0.26 0.70 0.81 0.90 0.36 0.22 0.74 0.01 0.87 0.19 0.36 0.91 0.15 0.37 0.09 0.92 0.25 0.37 0.67 0.18 0.97 0.46 0.05 0.73 0.98 0.36 0.89 0.18 0.98 0.22 0.84 0.01 0.37 0.17 0.93 0.91 0.16 0.61 0.15 0.33 0.41 ]
[0.94 0.93 0.36 0.44 0.39 0.36 0.20 0.68 0.06 0.90 0.54 0.49 0.31 0.33 0.91 0.43 0.25 0.56 0.60 0.13 0.33 0.95 0.71 0.47 0.78 0.74 0.52 0.25 1.00 0.23 0.97 0.57 0.05 0.41 0.50 0.15 0.63 0.59 0.31 0.70 0.72 0.90 0.08 0.74 0.48 0.11 0.66 0.81 0.98 0.18 0.72 0.45 0.08 0.93 0.17 0.35 0.48 0.28 0.38 0.54 0.67 0.35 0.23 0.85 0.59 0.26 0.49 0.30 0.01 0.45 0.36 0.55 0.16 0.21 0.06 0.65 0.94 0.49 0.64 0.28 0.88 0.30 0.28 0.92 0.23 0.38 0.50 0.73 0.37 0.27 0.15 ]
[0.32 0.32 0.76 0.69 0.44 0.80 0.66 0.36 0.14 0.24 0.76 0.74 0.97 0.63 0.88 0.36 0.04 0.58 0.94 0.90 0.67 0.02 0.37 0.16 0.46 0.40 0.37 0.58 0.23 1.00 0.36 0.75 0.92 0.48 0.52 0.76 0.04 0.76 0.90 0.83 0.05 0.17 0.03 0.67 0.24 0.14 0.19 0.35 0.23 0.61 0.79 0.76 0.22 0.09 0.81 0.93 0.95 0.86 0.09 0.24 0.00 0.24 0.58 0.32 0.10 0.23 0.93 0.58 0.77 0.62 0.07 0.55 0.87 0.38 0.33 0.18 0.66 0.63 0.78 0.53 0.52 0.23 0.32 0.85 0.58 0.46 0.14 0.23 0.06 0.84 0.88 ]
[0.14 0.35 0.98 0.35 0.43 0.95 0.76 0.20 0.53 0.50 0.23 0.07 0.24 0.62 0.48 0.89 0.33 0.42 0.69 0.22 0.18 0.48 0.58 0.12 0.45 0.48 0.03 0.37 0.97 0.36 1.00 0.80 0.35 0.96 0.23 0.34 0.77 0.68 0.90 0.67 0.12 0.27 0.33 0.23 0.57 0.07 0.76 0.60 0.31 0.85 0.78 0.00 0.17 0.96 0.76 0.25 0.40 0.25 0.66 0.07 1.00 0.94 0.54 0.65 0.90 0.95 0.48 0.67 0.66 0.63 0.59 0.77 0.46 0.81 0.90 0.01 0.33 0.95 0.26 0.45 0.40 0.32 0.81 0.45 0.54 0.75 0.48 0.07 0.95 0.62 0.14 ]
[0.71 0.32 0.64 0.68 0.87 0.22 0.49 0.75 0.76 0.49 0.76 0.86 0.35 0.42 0.06 0.48 0.96 0.01 0.42 0.17 0.83 0.48 0.95 0.86 0.07 0.12 0.09 0.36 0.57 0.75 0.80 1.00 0.62 0.90 0.90 0.70 0.55 0.90 0.35 0.54 0.79 0.59 0.51 0.92 0.81 0.82 0.02 0.24 0.69 0.68 0.07 0.65 0.84 0.07 0.89 0.53 0.32 0.69 0.47 0.84 0.27 0.28 0.59 0.42 0.65 0.77 0.91 0.95 0.19 0.33 0.50 0.16 0.97 0.91 0.19 0.03 0.05 0.09 0.77 0.43 0.97 0.46 0.27 0.42 0.62 0.60 0.91 0.24 0.09 0.41 0.07 ]
[0.41 0.44 0.01 0.59 0.09 0.91 0.47 0.89 0.70 0.67 0.34 0.67 0.40 0.98 0.83 0.82 0.58 1.00 0.88 0.32 0.94 0.25 0.52 0.82 0.18 0.12 0.37 0.70 0.05 0.92 0.35 0.62 1.00 0.56 0.38 0.76 0.98 0.37 0.53 0.63 0.87 0.89 0.96 0.48 0.31 0.35 0.76 0.35 0.73 0.57 0.20 0.52 0.99 0.54 0.21 0.48 0.33 0.88 0.66 0.08 0.04 0.04 0.21 0.42 0.26 0.60 0.28 0.95 0.12 0.18 0.49 0.92 0.66 0.35 0.77 0.69 0.30 0.02 0.53 0.15 0.75 0.79 0.90 0.58 0.00 0.13 0.13 0.61 0.33 0.41 0.85 ]
[0.99 0.80 0.11 0.63 0.77 0.46 0.18 0.47 0.45 0.28 0.32 0.05 0.31 0.18 0.02 0.17 0.45 0.20 0.29 0.95 0.31 0.72 0.52 0.45 0.37 0.44 0.36 0.67 0.41 0.48 0.96 0.90 0.56 1.00 0.15 0.72 0.88 0.89 0.03 0.42 0.10 0.10 0.85 0.10 0.06 0.15 0.89 0.77 0.35 0.11 0.58 0.99 0.69 0.59 0.42 0.92 0.91 0.30 0.27 0.64 0.89 0.15 0.68 0.13 0.45 0.03 0.18 0.54 0.54 0.61 0.30 0.34 0.08 0.82 0.64 0.64 0.24 0.09 0.26 0.90 0.77 0.33 0.91 0.51 0.46 0.82 0.05 0.80 0.17 0.47 0.03 ]
[0.41 0.96 0.86 0.86 0.22 0.04 0.19 0.91 0.76 0.87 0.94 0.05 0.33 0.87 0.99 0.72 0.53 0.61 0.11 0.90 0.70 0.73 0.42 0.15 0.55 0.06 0.45 0.49 0.50 0.52 0.23 0.90 0.38 0.15 1.00 0.60 0.08 0.39 0.17 0.46 0.00 0.36 0.49 0.76 0.39 0.32 0.51 0.11 0.48 0.52 0.92 0.91 0.50 0.42 0.42 0.11 0.48 0.61 0.33 0.21 0.62 0.98 0.86 0.46 0.40 0.21 0.82 0.24 0.50 0.67 0.25 0.54 0.61 0.03 0.50 0.35 0.48 0.65 0.67 0.03 0.46 0.50 0.95 0.35 0.66 0.56 0.19 0.50 0.23 0.53 0.29 ]
[0.47 0.33 0.08 0.87 0.86 0.05 0.64 0.01 0.24 0.95 0.81 0.13 0.89 0.98 0.70 0.63 0.94 0.38 0.70 0.72 0.19 0.08 0.29 0.94 0.46 0.17 0.96 0.82 0.15 0.76 0.34 0.70 0.76 0.72 0.60 1.00 0.88 0.41 0.33 0.56 0.79 0.81 0.70 0.83 0.93 0.50 0.88 0.35 0.89 0.17 0.20 0.90 0.66 0.21 0.80 0.49 0.04 0.13 0.35 0.92 0.71 0.98 0.07 0.91 0.17 0.36 0.51 0.16 0.76 0.67 0.43 0.06 0.35 0.61 0.94 0.90 0.05 0.02 0.72 0.05 0.38 0.72 0.86 0.58 0.63 0.65 0.13 0.15 0.22 0.24 0.83 ]
[0.44 0.53 0.07 0.20 0.95 0.00 0.40 0.34 0.49 0.80 0.29 0.39 0.16 0.72 0.52 0.89 0.35 0.51 0.57 0.42 0.51 0.51 0.65 0.49 0.41 0.24 0.97 0.65 0.63 0.04 0.77 0.55 0.98 0.88 0.08 0.88 1.00 0.32 0.19 0.03 0.81 0.61 0.88 0.69 0.69 0.86 0.96 0.05 0.42 0.94 0.70 0.30 0.28 0.67 0.07 0.62 0.93 0.88 0.90 0.44 0.91 0.76 0.94 0.86 0.47 0.42 0.35 0.39 0.67 0.88 0.46 0.70 0.14 0.37 0.09 0.87 0.25 0.87 0.35 0.83 0.75 0.35 0.13 0.03 0.27 0.29 0.48 0.54 0.83 0.67 0.65 ]
