[0.03 0.75 0.29 0.15 0.41 0.42 0.54 0.48 0.24 0.13 1.00 0.36 0.10 0.90 0.79 0.27 0.36 0.25 0.82 0.55 0.23 0.05 0.45 0.81 0.63 0.98 0.38 0.53 0.71 0.06 0.19 0.07 0.56 0.26 0.69 0.50 0.01 0.40 0.62 0.76 0.59 0.15 0.23 0.91 0.26 0.60 0.07 0.40 0.53 0.38 0.99 0.90 0.06 0.14 0.35 0.24 0.69 0.83 0.65 0.58 0.70 0.91 0.09 0.65 0.03 0.01 0.84 0.84 0.64 0.28 0.23 0.22 0.24 0.09 0.07 0.80 0.20 0.32 0.60 0.33 0.34 0.25 0.37 0.50 0.58 0.44 0.34 0.54 0.58 0.66 0.23 0.60 0.54 0.28 0.54 0.86 ]
[0.88 0.22 0.92 0.88 0.45 0.06 1.00 0.10 0.50 0.27 0.36 1.00 0.33 0.62 0.59 0.83 0.51 0.12 0.22 0.75 0.41 0.15 0.33 0.81 0.93 0.40 0.72 0.33 0.73 0.98 0.20 0.62 0.59 0.43 0.81 0.07 0.77 0.46 0.62 0.80 0.18 0.90 0.98 0.83 0.76 0.76 0.41 0.39 0.55 0.21 0.82 0.17 0.36 0.04 0.51 0.00 0.40 0.56 0.93 0.38 0.76 0.97 0.16 0.15 0.56 0.26 0.37 0.52 0.21 0.28 0.16 0.07 0.46 0.93 0.04 0.07 0.99 0.71 0.86 0.29 0.62 0.10 0.53 0.80 0.48 0.71 0.83 0.32 0.68 0.72 0.98 0.85 0.38 0.07 0.07 0.23 ]
[0.62 0.76 0.59 0.20 0.60 0.51 0.63 0.73 0.74 0.37 0.10 0.33 1.00 0.16 0.17 0.02 0.92 0.79 0.81 0.11 0.43 0.12 0.08 0.80 0.94 0.01 0.78 0.22 0.95 0.06 0.57 0.87 0.19 0.79 0.90 0.64 0.55 0.66 0.70 0.61 0.49 0.29 0.65 0.85 0.15 0.98 0.89 0.62 0.45 0.99 0.82 0.19 0.53 0.79 0.05 0.78 0.85 0.96 0.39 0.14 0.16 0.98 0.73 0.30 0.37 0.85 0.12 0.53 0.93 0.31 0.55 0.96 0.59 0.79 0.34 0.53 0.96 0.65 0.13 0.98 0.95 0.38 0.04 0.51 0.54 0.64 0.90 0.29 0.92 0.13 0.26 0.70 0.90 0.42 0.90 0.35 ]
[0.15 0.72 0.96 0.34 0.93 0.69 0.79 0.16 0.50 0.22 0.90 0.62 0.16 1.00 0.37 0.06 0.47 0.11 0.21 0.92 0.80 0.87 0.10 0.30 0.68 0.73 0.35 0.78 0.29 0.25 0.68 0.49 0.79 0.24 0.92 0.74 0.29 0.16 0.17 0.85 0.89 0.24 0.10 0.06 0.57 0.34 0.77 0.77 0.30 0.08 1.00 0.01 0.97 0.84 0.56 0.39 0.67 0.70 0.80 0.97 0.23 0.14 0.00 0.25 0.60 0.72 0.88 0.25 0.86 0.96 0.75 0.09 0.59 0.57 0.99 0.88 0.01 0.73 0.42 0.65 0.04 0.86 0.14 0.68 0.65 0.08 0.40 0.44 0.19 0.52 0.17 0.31 0.77 0.64 0.68 0.32 ]
[0.07 0.54 0.84 0.51 0.38 0.48 0.56 0.88 0.42 0.18 0.79 0.59 0.17 0.37 1.00 0.45 0.17 0.56 0.78 0.90 0.60 0.78 0.65 0.68 0.18 0.41 0.39 0.35 0.05 0.48 0.43 0.61 0.87 0.17 0.55 0.48 0.25 0.09 0.61 0.35 0.12 0.02 0.82 0.70 0.08 0.02 0.92 0.00 0.64 0.45 0.21 0.22 0.38 0.68 0.18 0.93 0.49 0.70 0.13 0.41 0.52 0.52 0.69 0.77 0.41 0.19 0.11 0.32 0.96 0.76 0.75 0.78 0.09 0.72 0.65 0.47 0.40 0.81 0.12 0.25 0.12 0.22 0.46 0.28 0.20 0.84 0.44 0.81 0.04 1.00 0.60 0.77 0.96 0.93 0.97 0.71 ]
[0.82 0.88 0.90 0.88 0.74 0.18 0.89 0.23 0.57 0.05 0.27 0.83 0.02 0.06 0.45 1.00 0.61 0.19 0.62 0.21 0.33 0.12 0.15 0.80 0.93 0.60 0.71 0.50 0.55 0.51 0.15 0.00 0.49 0.89 0.70 0.90 0.33 0.71 0.36 0.31 0.39 0.52 0.86 0.31 0.15 0.07 0.90 0.65 0.65 0.58 0.08 0.44 0.15 0.06 0.72 0.32 0.26 0.16 0.73 0.14 0.34 0.44 0.07 0.10 0.54 0.40 0.42 0.52 0.73 0.76 0.81 0.10 0.75 0.42 0.04 0.28 0.70 0.73 0.30 0.55 0.61 0.14 0.35 0.40 0.63 0.60 0.34 0.36 0.22 0.67 1.00 0.28 0.77 0.04 0.51 0.41 ]
[0.24 0.45 0.57 0.87 0.87 0.53 0.84 0.57 0.83 0.10 0.36 0.51 0.92 0.47 0.17 0.61 1.00 0.88 0.72 0.83 0.00 0.83 0.09 0.38 0.03 0.14 0.94 0.95 0.63 0.63 0.51 0.13 0.93 0.34 0.12 0.54 0.23 0.03 0.71 0.89 0.91 0.40 0.11 0.79 0.49 0.89 0.20 0.81 0.32 0.30 0.92 0.40 0.84 0.82 0.23 0.78 0.34 0.48 0.19 0.13 0.72 0.16 0.03 0.56 0.90 0.27 0.01 0.64 0.87 0.60 0.36 0.74 0.63 0.61 0.79 0.79 0.30 0.05 0.38 0.59 0.98 0.34 0.14 0.81 0.16 0.83 0.39 0.50 0.13 0.45 0.94 0.44 0.83 0.13 0.08 0.97 ]
[0.22 0.45 0.48 0.59 0.87 0.40 0.74 0.85 0.75 0.89 0.25 0.12 0.79 0.11 0.56 0.19 0.88 1.00 0.90 0.47 0.76 0.95 0.14 0.32 0.86 0.44 0.66 0.30 0.23 0.04 0.78 0.28 0.34 0.44 0.70 0.78 0.36 0.49 0.27 0.63 0.50 0.18 0.24 0.88 0.47 0.77 0.66 0.83 0.96 0.55 0.85 0.24 0.16 0.16 0.15 0.96 0.94 0.46 0.82 0.51 0.56 0.80 0.51 0.91 0.60 0.53 0.76 0.01 0.18 0.48 0.76 0.22 0.55 0.01 0.58 0.86 0.65 0.08 0.03 0.70 0.21 0.99 0.37 0.29 0.79 0.71 0.01 0.53 0.66 0.24 0.79 0.52 0.53 0.06 0.68 0.86 ]
[0.84 0.69 0.79 0.60 0.00 0.23 0.47 0.42 0.47 0.93 0.82 0.22 0.81 0.21 0.78 0.62 0.72 0.90 1.00 0.55 0.09 0.23 0.54 0.34 0.93 0.90 0.39 0.01 0.48 0.54 0.31 0.49 0.50 0.78 0.11 0.02 0.40 0.61 0.39 0.69 0.61 0.48 0.17 0.24 0.30 0.54 0.60 0.23 0.17 0.72 0.51 0.19 0.10 0.98 0.51 0.76 0.66 0.51 0.56 0.80 0.53 0.88 0.68 0.83 0.81 0.20 0.60 0.03 0.41 0.34 0.74 0.86 0.07 0.12 0.05 1.00 0.35 0.48 0.04 0.19 0.22 0.80 0.19 0.14 0.66 0.88 0.42 0.68 0.85 0.57 0.21 0.52 0.05 0.89 0.83 0.23 ]
[0.56 0.12 0.84 0.01 0.02 0.04 1.00 0.08 0.51 0.49 0.55 0.75 0.11 0.92 0.90 0.21 0.83 0.47 0.55 1.00 0.79 0.17 0.17 0.16 0.43 0.09 0.18 0.80 0.94 0.81 0.11 0.03 0.18 0.53 0.31 0.16 0.79 0.64 0.75 0.31 0.22 0.02 0.26 0.20 0.52 0.80 0.71 0.62 0.30 0.66 0.25 0.06 0.09 0.00 0.97 0.46 0.50 0.94 0.34 0.31 0.94 0.94 0.57 0.57 0.70 0.36 0.83 0.30 0.63 0.16 0.10 0.39 0.21 0.75 0.78 0.71 0.86 0.31 0.72 0.46 0.04 0.08 0.09 0.74 0.73 0.59 0.40 0.18 0.59 0.21 0.49 0.90 0.57 0.44 0.10 0.86 ]
[0.54 0.32 0.38 0.13 0.87 0.84 0.99 0.12 0.23 0.25 0.23 0.41 0.43 0.80 0.60 0.33 0.00 0.76 0.09 0.79 1.00 0.78 0.42 0.04 0.04 0.65 0.60 0.60 0.69 0.50 0.15 0.55 1.00 0.46 1.00 0.22 0.59 0.87 0.16 0.67 0.26 0.02 0.37 0.20 0.43 0.47 0.90 0.12 0.90 0.27 0.38 0.20 0.94 0.09 0.94 0.11 0.32 0.17 0.77 0.78 0.53 0.58 0.19 0.41 0.06 0.64 0.19 0.15 0.84 0.59 0.60 0.54 0.40 0.73 0.53 0.01 0.74 0.77 0.09 0.89 0.32 0.03 0.37 0.31 0.80 0.98 0.24 0.74 0.67 0.17 0.44 0.21 0.96 0.90 0.86 0.82 ]
[0.17 0.64 0.38 0.90 0.98 0.28 0.40 0.14 0.13 0.82 0.05 0.15 0.12 0.87 0.78 0.12 0.83 0.95 0.23 0.17 0.78 1.00 0.65 0.20 0.44 0.21 0.78 0.37 0.80 0.64 0.74 0.24 0.79 0.96 0.36 0.25 0.19 0.63 0.88 0.43 0.18 0.34 1.00 0.73 0.83 0.77 0.27 0.98 0.38 0.88 0.97 0.94 0.19 0.74 0.93 0.60 0.91 0.22 0.11 0.27 0.37 0.93 0.07 0.14 0.95 0.21 0.50 0.82 0.73 0.17 0.73 0.07 0.94 0.54 0.03 0.44 0.75 0.15 0.03 0.81 0.43 0.60 0.51 0.01 0.79 0.43 0.23 0.70 0.86 0.34 0.72 0.46 0.66 0.67 0.16 0.91 ]
[0.76 0.46 0.23 0.09 0.51 0.71 0.10 0.06 0.22 0.45 0.45 0.33 0.08 0.10 0.65 0.15 0.09 0.14 0.54 0.17 0.42 0.65 1.00 0.41 0.70 0.25 0.32 0.07 0.34 0.85 0.67 0.48 0.40 0.15 0.06 0.77 0.33 0.77 0.66 0.46 0.18 0.11 0.81 0.28 0.34 0.80 0.04 0.72 0.71 0.96 0.54 0.45 0.02 0.40 0.36 0.85 0.50 0.65 0.08 0.70 0.77 0.36 0.79 0.99 0.84 0.15 0.67 0.88 0.83 0.85 0.91 0.09 0.45 0.63 0.35 0.53 0.41 0.71 0.32 0.46 0.06 0.70 0.88 0.74 0.05 0.86 0.16 0.65 0.85 0.21 0.51 0.74 0.03 0.84 0.60 0.13 ]
[0.68 0.19 0.49 0.34 0.07 0.82 0.61 0.45 0.10 0.47 0.81 0.81 0.80 0.30 0.68 0.80 0.38 0.32 0.34 0.16 0.04 0.20 0.41 1.00 0.25 0.74 0.98 0.53 0.71 0.56 0.70 0.82 1.00 0.98 0.08 0.60 0.89 0.55 0.36 0.62 0.25 0.55 0.82 0.27 0.98 0.83 0.01 0.73 0.29 0.20 0.32 0.89 0.93 0.76 0.55 0.11 0.70 0.74 0.54 0.46 0.53 0.79 0.47 0.35 0.75 0.52 0.76 0.41 0.04 0.16 0.67 0.34 0.03 0.54 0.83 0.88 0.49 0.44 0.77 0.75 0.78 0.53 0.58 0.29 0.31 0.84 0.68 0.36 0.78 0.28 0.82 0.55 0.72 0.71 0.04 0.01 ]
[0.71 0.50 0.14 0.92 0.08 0.80 0.41 0.59 0.87 0.49 0.63 0.93 0.94 0.68 0.18 0.93 0.03 0.86 0.93 0.43 0.04 0.44 0.70 0.25 1.00 0.11 0.09 0.87 0.90 0.79 0.44 0.67 0.64 0.86 0.66 0.94 0.79 0.06 0.66 0.25 0.48 0.21 0.68 0.60 0.72 0.29 0.12 0.41 0.01 0.74 0.84 0.83 0.66 0.36 0.83 0.70 0.79 0.00 0.66 0.12 0.93 0.52 0.16 0.29 0.43 0.97 0.56 0.11 0.47 1.00 0.85 0.95 0.28 0.18 0.38 0.35 0.87 0.78 0.46 0.60 0.56 0.99 0.08 0.16 0.65 0.52 0.30 0.63 0.84 0.50 0.65 0.72 0.06 0.04 0.77 0.39 ]
[0.00 0.70 0.01 0.36 0.08 0.86 0.55 0.97 0.65 0.86 0.98 0.40 0.01 0.73 0.41 0.60 0.14 0.44 0.90 0.09 0.65 0.21 0.25 0.74 0.11 1.00 0.60 0.64 0.98 0.94 0.68 0.30 0.80 0.21 0.38 0.85 0.92 0.81 0.17 0.80 0.77 0.05 0.21 0.25 0.98 0.57 0.62 0.16 0.66 0.66 0.18 0.60 0.21 0.32 0.03 1.00 0.37 0.18 0.18 0.05 0.18 0.30 0.98 0.67 0.78 0.02 0.65 0.24 0.57 0.01 0.28 0.77 0.59 0.85 0.59 0.02 0.32 0.07 0.93 0.23 0.85 0.83 0.73 0.93 0.01 0.89 0.75 0.11 0.48 0.41 0.25 0.65 0.08 0.73 0.81 0.46 ]
[0.32 0.57 0.52 0.11 0.32 0.65 0.83 0.53 0.50 0.84 0.38 0.72 0.78 0.35 0.39 0.71 0.94 0.66 0.39 0.18 0.60 0.78 0.32 0.98 0.09 0.60 1.00 0.50 0.10 0.14 0.78 0.75 0.78 0.56 0.88 0.77 0.39 0.55 0.43 0.48 0.09 0.85 0.18 0.61 0.13 0.35 0.37 0.60 0.77 0.77 0.28 0.37 0.01 0.99 0.98 0.41 0.17 0.33 0.85 0.41 0.51 0.30 0.88 0.88 0.12 0.77 0.89 0.37 0.13 0.63 0.63 0.24 0.52 0.13 0.90 0.07 0.08 0.19 0.61 0.49 0.98 0.00 0.97 0.10 0.36 0.64 0.90 0.31 0.60 0.10 0.92 0.74 0.13 0.36 0.02 0.16 ]
[0.03 0.01 0.33 0.92 0.79 0.44 0.13 0.52 0.07 0.98 0.53 0.33 0.22 0.78 0.35 0.50 0.95 0.30 0.01 0.80 0.60 0.37 0.07 0.53 0.87 0.64 0.50 1.00 0.44 0.46 0.02 0.44 0.29 0.25 0.79 0.02 0.05 0.74 0.08 0.24 0.42 0.98 0.18 0.93 0.24 0.06 0.70 0.47 0.57 0.32 0.87 0.79 0.25 0.56 0.58 0.24 1.00 0.60 0.93 0.12 0.70 0.09 0.03 0.71 0.40 0.27 0.59 0.32 0.64 0.64 0.67 0.59 0.33 0.81 0.60 0.73 0.32 0.46 0.95 0.84 0.88 0.02 0.85 0.52 0.75 0.83 0.64 0.28 0.39 0.27 0.47 0.80 0.21 0.42 0.56 0.62 ]
[0.57 0.67 0.67 0.44 0.66 0.48 0.31 0.74 0.88 0.83 0.71 0.73 0.95 0.29 0.05 0.55 0.63 0.23 0.48 0.94 0.69 0.80 0.34 0.71 0.90 0.98 0.10 0.44 1.00 0.32 0.73 0.87 0.45 0.30 0.53 0.40 0.58 0.27 0.05 0.48 0.49 0.71 0.53 0.33 0.37 0.59 0.75 0.95 0.74 0.83 0.21 0.77 0.72 0.93 0.27 0.61 0.52 0.99 0.55 0.65 0.13 0.37 0.69 0.35 0.07 0.59 0.69 0.68 0.57 0.42 0.41 0.94 0.77 0.25 0.28 0.96 0.12 0.14 0.92 0.22 0.67 0.69 0.66 0.58 0.70 0.65 0.21 0.13 0.19 0.18 0.96 0.48 0.71 0.63 0.48 0.33 ]
[0.88 0.07 0.18 0.94 0.84 0.25 0.87 0.78 0.55 0.66 0.06 0.98 0.06 0.25 0.48 0.51 0.63 0.04 0.54 0.81 0.50 0.64 0.85 0.56 0.79 0.94 0.14 0.46 0.32 1.00 0.30 0.49 0.30 0.00 0.78 0.54 0.35 0.04 0.35 0.36 0.75 0.52 0.99 0.50 0.14 0.07 0.48 0.06 0.01 0.62 0.20 0.34 0.23 0.27 0.33 0.61 0.28 0.32 0.11 0.91 0.55 0.55 0.72 0.34 0.74 0.30 0.34 0.96 0.21 0.23 0.50 0.82 0.28 0.13 0.12 0.01 0.42 0.96 0.35 0.72 0.70 0.56 0.21 0.86 0.26 0.52 0.86 0.78 0.71 0.27 0.07 0.16 0.53 0.32 0.39 0.53 ]
[0.68 0.42 0.18 0.56 0.61 0.86 0.18 0.22 0.35 0.81 0.19 0.20 0.57 0.68 0.43 0.15 0.51 0.78 0.31 0.11 0.15 0.74 0.67 0.70 0.44 0.68 0.78 0.02 0.73 0.30 1.00 0.59 0.86 0.28 0.10 0.60 0.89 0.17 0.99 0.69 0.26 0.64 0.07 0.66 0.48 0.26 0.64 0.77 0.20 0.14 0.72 0.00 0.68 0.57 0.26 0.64 0.68 0.74 0.09 0.72 0.94 0.48 0.01 0.35 0.87 0.04 0.83 0.56 0.60 0.30 0.20 0.46 0.87 0.53 0.52 0.23 0.87 0.04 0.57 0.31 0.36 0.36 0.89 0.15 0.63 0.74 0.96 0.03 0.52 0.45 0.55 0.78 0.42 0.75 0.95 0.66 ]
[0.66 0.25 0.98 0.73 0.95 0.11 0.10 0.24 0.31 0.93 0.07 0.62 0.87 0.49 0.61 0.00 0.13 0.28 0.49 0.03 0.55 0.24 0.48 0.82 0.67 0.30 0.75 0.44 0.87 0.49 0.59 1.00 0.59 0.78 0.54 0.34 0.57 0.96 0.85 0.77 0.69 0.96 0.28 0.65 0.41 0.65 0.60 0.21 0.47 0.98 0.42 0.39 0.77 0.92 0.85 0.09 0.65 0.96 0.26 0.93 0.15 0.09 0.36 0.08 0.92 0.93 0.82 0.82 0.59 0.16 0.09 0.38 0.86 0.25 0.54 0.43 0.50 0.60 0.04 0.50 0.19 0.93 0.57 0.16 0.57 0.59 0.65 0.33 0.22 0.41 0.54 0.69 0.92 0.93 0.20 0.71 ]
[1.00 0.75 0.28 0.76 0.83 0.58 0.22 0.24 0.75 0.59 0.56 0.59 0.19 0.79 0.87 0.49 0.93 0.34 0.50 0.18 1.00 0.79 0.40 1.00 0.64 0.80 0.78 0.29 0.45 0.30 0.86 0.59 1.00 0.84 0.44 0.13 0.68 0.76 0.35 0.78 0.81 0.12 0.81 0.30 0.11 0.67 0.16 0.88 0.80 0.24 0.29 0.15 0.63 0.09 0.06 0.04 0.90 0.91 0.57 0.73 0.32 0.23 0.31 0.36 0.25 0.70 0.17 0.42 0.34 0.42 0.01 0.22 0.91 0.37 0.78 0.10 0.96 0.76 0.45 0.06 0.57 0.61 0.33 0.28 0.02 0.49 0.28 0.16 0.37 0.12 0.93 0.08 0.62 0.29 0.55 0.65 ]
[0.20 0.81 0.24 0.26 0.08 0.97 0.20 0.19 0.51 0.20 0.26 0.43 0.79 0.24 0.17 0.89 0.34 0.44 0.78 0.53 0.46 0.96 0.15 0.98 0.86 0.21 0.56 0.25 0.30 0.00 0.28 0.78 0.84 1.00 0.86 0.49 0.24 0.16 0.75 0.63 0.84 0.29 0.70 0.31 0.19 0.20 0.87 0.07 0.98 0.41 0.97 0.75 0.44 0.04 0.86 0.57 0.23 0.00 0.36 0.39 0.52 0.20 0.21 0.46 0.24 0.38 0.74 0.39 0.65 0.31 0.28 0.69 0.22 0.80 0.95 0.47 0.91 0.58 0.48 0.29 0.99 0.22 0.03 0.70 0.97 0.74 0.84 0.65 0.61 0.12 0.60 0.54 0.10 0.72 0.32 0.56 ]
[0.62 0.89 0.13 0.74 0.82 0.74 0.22 0.97 0.96 0.87 0.69 0.81 0.90 0.92 0.55 0.70 0.12 0.70 0.11 0.31 1.00 0.36 0.06 0.08 0.66 0.38 0.88 0.79 0.53 0.78 0.10 0.54 0.44 0.86 1.00 0.61 0.93 0.72 0.98 0.26 0.29 0.59 0.27 0.60 0.21 0.03 0.32 0.96 0.30 0.84 0.89 0.17 0.90 0.54 0.41 0.43 0.49 0.72 0.91 0.38 0.41 0.93 0.75 0.94 0.46 0.41 0.11 0.79 0.34 0.92 0.21 0.47 0.47 0.71 0.68 0.38 0.91 0.18 0.35 0.38 0.09 0.23 0.69 0.34 0.72 0.37 0.83 0.46 0.51 0.66 0.46 0.86 0.96 0.86 0.96 0.53 ]
