[0.52 0.66 0.39 0.25 0.33 0.03 0.39 0.54 0.53 0.11 1.00 0.14 0.94 0.27 0.90 0.70 0.48 0.16 0.70 0.31 0.89 0.52 0.37 0.03 0.62 0.71 0.29 0.51 0.59 0.36 0.30 1.00 0.11 0.72 0.03 0.57 0.54 0.10 0.67 0.12 0.65 0.83 0.52 0.88 0.81 0.95 0.67 0.09 0.19 0.48 0.32 0.66 0.87 0.13 0.54 0.70 0.44 0.33 0.25 0.38 0.15 0.76 0.35 0.79 0.25 0.34 0.26 0.63 0.87 0.28 0.50 0.75 0.45 0.76 0.11 0.19 0.27 0.88 0.31 0.41 0.91 0.60 0.44 0.30 0.97 0.84 0.29 0.60 0.42 0.25 0.23 0.34 ]
[0.93 0.48 0.06 0.28 0.86 0.13 0.38 0.29 0.50 0.62 0.14 1.00 0.77 0.04 0.63 0.63 0.43 0.86 0.79 0.53 0.38 0.13 0.77 0.17 0.01 0.78 0.67 0.04 0.93 0.34 0.05 0.95 0.54 0.88 0.69 0.35 0.00 0.65 0.63 0.00 0.93 0.58 0.86 0.59 0.29 0.73 0.35 0.24 0.65 0.13 0.00 0.75 0.62 0.72 0.73 0.13 0.19 0.41 0.67 0.66 0.96 0.02 0.84 0.96 0.87 0.75 0.63 0.45 0.10 0.74 0.70 0.20 0.94 0.23 0.17 0.85 0.87 0.11 0.22 0.70 0.98 0.71 0.44 0.53 0.11 0.93 0.01 0.01 0.50 0.79 0.07 0.41 ]
[0.81 0.65 0.57 0.47 0.50 0.58 0.15 0.59 0.02 0.71 0.94 0.77 1.00 0.81 0.89 0.31 0.90 0.14 0.24 0.85 0.68 0.17 0.79 0.87 0.37 0.12 0.81 0.28 0.05 0.80 0.44 0.77 0.68 0.15 0.54 0.91 0.70 0.85 0.97 0.93 0.89 0.17 0.95 0.62 0.74 0.48 0.73 0.18 0.67 0.23 0.70 0.18 0.80 0.60 0.74 0.11 0.50 0.04 0.25 0.74 0.75 0.55 0.68 0.94 0.89 0.71 0.07 0.30 0.42 0.81 0.68 0.93 0.25 0.90 0.22 0.80 0.66 0.44 0.61 0.68 0.90 0.67 0.49 0.25 0.36 0.87 0.02 0.64 0.90 0.80 0.11 0.04 ]
[0.43 0.39 0.95 0.92 0.72 1.00 0.66 0.41 0.61 0.30 0.27 0.04 0.81 1.00 0.08 0.96 0.32 0.43 0.62 0.56 0.02 0.94 0.63 0.79 0.76 0.70 0.65 0.99 0.85 0.54 0.64 0.88 0.48 0.18 0.75 0.80 0.58 0.72 0.31 0.65 0.89 0.81 0.01 0.61 0.61 0.14 0.86 0.41 0.84 0.37 0.61 0.32 0.63 0.61 0.49 0.01 0.83 0.56 0.90 0.36 0.24 0.42 0.53 0.35 0.34 0.50 0.83 0.58 0.88 0.21 0.94 0.34 0.04 0.12 0.44 0.91 0.64 0.25 0.09 0.44 0.07 0.04 0.27 0.54 0.48 0.80 0.97 0.85 0.78 0.58 0.52 0.72 ]
[0.73 0.52 0.44 0.30 0.79 0.34 0.75 0.82 0.70 0.44 0.90 0.63 0.89 0.08 1.00 0.64 0.74 0.83 0.04 0.17 0.56 0.89 0.85 0.05 0.54 0.17 0.49 0.14 0.40 0.86 0.87 0.52 0.86 0.20 0.17 0.04 0.68 0.11 0.25 0.55 0.95 0.43 0.39 0.29 0.42 0.93 0.42 0.07 0.17 0.88 0.90 0.09 0.55 0.04 0.74 0.66 0.95 0.98 0.44 0.62 0.53 0.22 0.83 0.03 0.65 0.70 0.85 0.55 0.26 0.98 0.99 0.30 0.97 0.42 0.74 0.63 0.09 0.21 0.21 0.01 0.10 0.08 0.31 0.16 0.56 0.58 0.32 0.17 0.01 0.60 0.65 0.83 ]
[0.50 0.76 0.14 0.42 0.11 0.25 0.15 0.40 0.60 0.70 0.70 0.63 0.31 0.96 0.64 1.00 0.53 0.51 0.54 0.68 0.00 0.22 0.07 0.30 0.53 0.80 0.74 0.07 0.36 0.49 0.06 0.10 0.19 0.56 0.25 0.91 0.29 0.08 0.37 0.78 0.75 0.49 0.66 0.43 0.68 0.11 0.96 0.05 0.58 0.57 0.17 0.05 0.33 0.81 0.39 0.69 0.59 0.30 0.11 0.48 0.46 0.59 0.90 0.98 0.52 0.86 0.97 0.65 0.12 0.61 0.73 0.86 0.77 0.57 0.26 0.40 0.04 0.97 0.69 0.73 0.73 0.62 0.54 0.43 0.71 0.61 0.59 0.38 0.41 0.60 0.61 0.45 ]
[0.78 0.07 0.42 0.19 0.64 0.31 0.89 0.10 0.31 0.76 0.48 0.43 0.90 0.32 0.74 0.53 1.00 0.67 0.94 0.73 0.53 0.65 0.26 0.14 0.48 0.65 0.77 0.79 0.11 0.72 0.12 0.37 0.68 0.23 0.57 0.99 0.92 0.63 0.81 0.91 0.22 0.83 0.44 0.61 0.34 1.00 0.07 0.86 0.04 0.21 0.64 0.55 0.84 0.84 0.61 0.58 0.65 0.48 0.76 0.07 0.01 0.98 0.62 0.04 0.53 0.43 0.29 0.63 0.95 0.09 0.71 0.83 0.12 0.56 0.82 0.38 0.28 0.33 0.55 0.83 0.38 0.08 0.62 0.19 0.27 0.65 0.24 0.08 0.66 0.53 0.10 0.09 ]
[0.14 0.37 0.89 0.69 0.22 0.11 0.85 0.78 0.23 0.41 0.16 0.86 0.14 0.43 0.83 0.51 0.67 1.00 0.73 0.97 0.78 0.70 0.01 0.13 0.77 0.84 0.94 0.90 0.46 0.22 0.63 0.57 0.90 0.34 0.27 0.83 0.71 0.80 0.40 0.15 0.16 0.67 0.09 0.99 0.04 0.42 0.29 0.77 0.60 0.63 0.63 0.59 0.36 0.86 0.51 0.95 0.39 0.09 0.22 0.19 0.36 0.45 0.14 0.67 0.96 0.49 0.90 0.00 0.50 0.76 0.64 0.57 0.83 0.59 0.86 0.45 0.32 0.61 0.02 0.21 0.13 0.79 0.59 0.82 0.56 0.19 0.53 0.69 0.00 0.16 1.00 0.14 ]
[0.26 0.47 0.14 0.99 0.69 0.50 0.11 0.90 0.76 0.28 0.70 0.79 0.24 0.62 0.04 0.54 0.94 0.73 1.00 0.36 0.45 0.51 0.59 0.74 0.19 0.31 0.58 0.66 0.73 0.42 0.55 0.25 0.22 0.42 0.15 0.80 0.51 0.93 0.24 0.31 0.74 0.44 0.22 0.24 0.11 0.73 0.78 0.81 0.05 0.82 0.96 0.16 0.68 0.74 0.31 0.46 0.53 0.84 0.35 0.02 0.54 0.34 0.27 1.00 0.57 0.43 0.15 0.26 0.51 0.96 0.89 0.68 0.18 0.61 0.08 0.25 0.21 0.51 0.45 0.01 0.12 0.58 0.79 0.43 0.07 1.00 0.23 0.70 0.43 0.73 0.72 0.48 ]
[0.09 0.70 0.35 0.78 0.93 0.36 0.61 0.05 0.71 0.83 0.31 0.53 0.85 0.56 0.17 0.68 0.73 0.97 0.36 1.00 0.41 0.03 0.35 0.18 0.37 0.47 0.98 0.31 0.02 0.95 0.50 0.18 0.43 0.53 0.70 0.78 0.18 0.94 0.58 0.03 0.45 0.19 0.21 0.54 0.86 0.24 0.69 0.90 0.53 0.41 0.94 0.07 0.83 0.77 0.84 0.52 0.66 0.87 0.07 0.73 0.56 0.03 0.58 0.25 0.19 0.82 0.13 0.60 0.91 0.13 0.51 0.46 0.17 0.99 0.63 0.06 0.13 0.90 0.91 0.37 0.65 0.45 0.17 0.52 0.49 0.82 0.49 0.38 0.53 0.75 0.71 0.49 ]
[0.30 0.46 0.60 0.02 0.01 0.16 0.09 0.38 0.77 0.80 0.89 0.38 0.68 0.02 0.56 0.00 0.53 0.78 0.45 0.41 1.00 0.86 0.49 0.93 0.67 0.31 0.99 0.20 0.66 0.44 0.27 0.54 0.83 0.09 0.06 0.16 0.24 0.75 0.91 0.73 0.36 0.49 0.39 0.66 0.53 0.28 0.28 0.91 0.52 0.91 0.25 0.58 0.42 0.24 0.92 0.49 0.82 0.30 0.74 0.28 0.38 0.64 0.56 0.07 0.69 0.74 0.54 0.63 0.70 0.32 0.52 0.56 0.56 0.36 0.39 0.99 0.97 0.99 0.72 1.00 0.30 0.74 0.97 0.43 0.93 0.80 0.04 0.27 0.08 0.86 0.47 0.11 ]
[0.24 0.31 0.22 0.95 0.25 0.26 0.08 0.42 0.45 0.75 0.52 0.13 0.17 0.94 0.89 0.22 0.65 0.70 0.51 0.03 0.86 1.00 0.16 0.26 0.55 0.91 0.09 0.35 0.34 0.16 0.18 0.94 0.18 0.88 0.56 0.85 0.58 0.02 0.45 0.16 0.23 0.00 0.17 0.50 0.42 0.41 0.95 0.11 0.75 0.22 0.26 0.85 0.88 0.96 0.65 0.16 0.24 0.43 0.11 0.20 0.97 0.35 0.98 0.95 0.79 0.71 0.16 0.06 0.16 0.90 0.92 0.02 0.08 0.66 0.99 0.91 0.38 0.29 0.20 0.58 0.76 0.53 0.29 0.56 0.97 0.26 0.70 0.53 0.67 0.03 0.75 0.52 ]
[0.28 0.60 0.39 0.40 0.38 0.35 0.91 0.42 0.80 0.64 0.37 0.77 0.79 0.63 0.85 0.07 0.26 0.01 0.59 0.35 0.49 0.16 1.00 0.83 0.94 0.06 0.89 0.69 0.81 0.27 0.79 0.31 0.62 0.26 0.92 0.13 0.86 0.83 0.95 0.43 0.45 0.77 0.94 0.91 0.84 0.67 0.01 0.91 0.70 0.87 0.47 0.75 0.33 0.12 0.54 0.97 0.04 0.82 0.04 0.13 0.86 0.44 0.13 0.95 0.30 0.55 0.41 0.03 0.94 0.37 0.71 0.01 0.75 0.74 0.31 0.74 0.96 0.64 0.29 0.40 1.00 0.46 0.27 0.26 0.65 0.79 0.17 0.91 0.54 0.78 0.89 0.39 ]
[0.85 0.19 0.15 0.80 0.97 0.10 0.10 0.11 0.53 0.71 0.03 0.17 0.87 0.79 0.05 0.30 0.14 0.13 0.74 0.18 0.93 0.26 0.83 1.00 0.88 0.27 0.64 0.57 0.05 0.93 0.62 0.60 0.79 0.30 0.49 0.19 0.08 0.56 0.82 0.42 0.20 0.85 0.85 0.38 0.61 0.65 0.60 0.09 0.86 0.39 0.10 0.87 0.74 0.70 0.04 0.35 0.16 0.89 0.24 0.57 0.75 0.32 0.41 0.28 0.23 0.04 0.48 0.34 0.64 0.51 0.29 0.12 0.55 0.72 0.03 0.21 0.70 0.46 0.26 0.72 0.48 0.70 0.82 0.79 0.17 0.70 0.84 0.35 0.42 0.36 0.26 0.72 ]
[0.90 0.94 0.31 0.38 0.68 0.48 0.90 0.48 0.53 0.80 0.62 0.01 0.37 0.76 0.54 0.53 0.48 0.77 0.19 0.37 0.67 0.55 0.94 0.88 1.00 0.62 0.19 0.50 0.18 0.28 0.98 0.73 0.11 0.28 0.64 0.64 0.35 0.26 0.06 0.43 0.67 0.41 0.37 0.35 0.60 0.89 0.53 0.48 0.48 0.70 0.00 0.34 0.42 0.12 0.24 0.10 0.20 0.24 0.19 0.08 0.48 0.60 0.24 0.31 0.43 0.17 0.85 0.49 0.67 0.80 0.42 0.16 0.12 0.81 0.82 0.92 0.32 0.64 0.21 0.38 0.45 0.34 0.04 0.13 0.42 0.94 0.74 0.96 0.44 0.72 0.04 0.84 ]
[0.96 0.23 0.39 0.64 0.52 0.05 0.23 0.23 0.06 0.63 0.71 0.78 0.12 0.70 0.17 0.80 0.65 0.84 0.31 0.47 0.31 0.91 0.06 0.27 0.62 1.00 0.23 0.42 0.71 0.11 0.30 0.23 0.51 0.99 0.80 0.97 0.22 0.21 0.93 0.92 0.39 0.21 0.63 0.19 0.26 0.26 0.81 0.46 0.69 0.58 0.60 0.66 0.47 0.83 0.34 0.61 0.91 0.04 0.47 0.87 0.74 0.01 0.00 0.64 0.32 0.96 0.91 0.53 0.33 0.19 0.95 0.84 0.73 0.40 0.86 0.72 0.86 0.23 0.64 0.61 0.38 0.64 0.44 0.45 0.67 0.69 0.82 0.45 0.60 0.81 0.26 0.53 ]
[0.95 0.69 0.90 0.18 0.29 0.38 0.71 0.08 0.22 0.56 0.29 0.67 0.81 0.65 0.49 0.74 0.77 0.94 0.58 0.98 0.99 0.09 0.89 0.64 0.19 0.23 1.00 0.13 0.60 0.14 0.31 0.39 0.88 0.44 0.75 0.48 0.43 0.20 0.79 0.91 0.27 0.42 0.51 1.00 0.61 0.84 0.53 0.60 0.97 0.10 0.99 0.13 0.15 0.32 0.25 0.72 0.95 0.87 0.06 0.54 0.46 0.52 0.97 0.63 0.73 0.60 0.72 0.87 0.89 0.09 0.34 0.20 0.30 0.79 0.04 0.24 0.06 0.59 0.44 0.28 0.36 0.48 0.71 0.24 0.71 0.63 0.21 0.96 0.42 0.50 0.04 0.57 ]
[0.37 0.13 0.06 0.37 0.50 0.39 0.62 0.62 0.17 0.81 0.51 0.04 0.28 0.99 0.14 0.07 0.79 0.90 0.66 0.31 0.20 0.35 0.69 0.57 0.50 0.42 0.13 1.00 0.40 0.23 0.27 0.56 0.45 0.68 0.03 0.06 0.67 0.16 0.14 0.49 0.75 0.78 0.33 0.11 0.25 0.60 0.40 0.59 0.19 0.95 0.87 0.10 0.40 0.45 0.41 0.57 0.45 0.30 0.15 0.74 0.63 0.57 0.42 0.53 0.01 0.31 0.80 0.50 0.39 0.56 0.59 0.55 0.81 0.21 0.91 0.75 0.82 0.11 0.44 0.23 0.25 0.42 0.41 0.01 0.68 0.96 0.47 0.88 0.01 0.65 0.32 0.69 ]
[0.30 0.46 0.87 0.73 0.81 0.03 0.41 0.68 0.96 0.21 0.59 0.93 0.05 0.85 0.40 0.36 0.11 0.46 0.73 0.02 0.66 0.34 0.81 0.05 0.18 0.71 0.60 0.40 1.00 0.79 0.44 0.02 0.90 0.85 0.23 0.68 0.41 0.34 0.29 0.89 0.25 0.54 0.88 0.31 0.25 0.76 0.82 0.63 0.75 0.71 0.97 0.52 0.22 0.66 0.29 0.26 0.03 0.39 0.04 0.55 0.99 0.77 0.48 0.36 0.41 0.07 0.85 0.41 0.48 0.24 0.68 0.64 0.47 0.51 0.66 0.85 0.16 0.42 0.23 0.59 0.32 0.96 0.91 0.52 0.60 0.12 0.42 0.51 0.05 0.27 0.23 0.19 ]
[0.46 0.36 0.91 0.46 0.82 0.23 0.82 0.38 0.38 0.83 0.36 0.34 0.80 0.54 0.86 0.49 0.72 0.22 0.42 0.95 0.44 0.16 0.27 0.93 0.28 0.11 0.14 0.23 0.79 1.00 0.97 0.57 0.55 0.81 0.17 0.59 0.21 0.55 0.75 0.74 0.90 0.98 0.44 0.24 0.78 0.24 0.82 0.64 0.48 0.69 0.56 0.21 0.72 0.19 0.38 0.04 0.22 0.86 0.06 0.33 0.39 0.28 0.99 0.48 0.17 0.28 0.48 0.86 0.84 0.48 0.69 0.23 0.02 0.05 0.85 0.88 0.91 0.60 0.50 0.72 0.06 0.43 0.31 0.96 0.27 0.92 0.22 0.09 0.01 0.33 0.39 0.54 ]
[0.73 0.26 0.82 0.28 0.70 0.08 0.22 0.91 0.16 0.31 0.30 0.05 0.44 0.64 0.87 0.06 0.12 0.63 0.55 0.50 0.27 0.18 0.79 0.62 0.98 0.30 0.31 0.27 0.44 0.97 1.00 0.06 0.84 0.23 0.61 0.66 0.67 0.22 0.30 0.64 0.52 0.10 0.47 0.23 1.00 0.65 0.85 0.53 0.24 0.95 0.16 0.29 0.88 0.22 0.45 0.57 0.20 0.22 0.19 0.85 0.26 0.07 0.60 0.51 0.35 0.78 0.53 0.21 1.00 0.64 0.37 0.32 0.36 0.82 0.15 0.74 0.92 0.26 0.17 0.30 0.52 0.55 0.05 0.12 0.74 0.99 0.49 0.17 0.35 0.95 0.91 0.52 ]
[0.69 0.71 0.61 0.21 0.28 0.30 0.15 0.48 0.08 0.09 1.00 0.95 0.77 0.88 0.52 0.10 0.37 0.57 0.25 0.18 0.54 0.94 0.31 0.60 0.73 0.23 0.39 0.56 0.02 0.57 0.06 1.00 0.65 0.24 0.52 0.98 0.31 0.62 0.41 0.31 0.20 0.01 0.52 0.86 0.36 0.45 0.17 0.59 0.56 0.43 0.87 0.22 0.38 0.41 0.27 0.85 0.32 0.25 0.10 0.02 0.27 0.42 0.12 0.56 0.09 0.72 0.38 0.18 0.49 0.14 0.48 0.77 0.81 0.35 0.90 0.48 0.94 0.01 0.57 0.62 0.91 0.60 0.95 0.27 0.10 0.82 0.75 0.47 0.04 0.12 0.13 0.27 ]
[0.82 0.86 0.72 0.03 0.15 0.23 0.33 0.09 0.50 0.56 0.11 0.54 0.68 0.48 0.86 0.19 0.68 0.90 0.22 0.43 0.83 0.18 0.62 0.79 0.11 0.51 0.88 0.45 0.90 0.55 0.84 0.65 1.00 0.33 0.42 0.25 0.58 0.25 0.29 0.55 0.95 0.44 0.88 0.29 0.70 0.37 0.70 0.60 0.83 0.53 0.27 0.33 0.08 0.18 0.77 0.47 0.96 0.35 0.62 0.31 0.51 0.10 0.15 0.39 0.72 0.53 0.98 0.81 0.15 0.52 0.35 0.03 0.60 0.34 0.85 0.21 0.13 0.10 0.81 0.15 0.29 0.25 0.08 0.57 0.14 0.36 0.84 0.75 0.45 0.76 0.80 0.76 ]
[0.70 1.00 0.81 0.80 0.90 0.33 0.90 0.00 0.71 0.59 0.72 0.88 0.15 0.18 0.20 0.56 0.23 0.34 0.42 0.53 0.09 0.88 0.26 0.30 0.28 0.99 0.44 0.68 0.85 0.81 0.23 0.24 0.33 1.00 0.44 0.67 0.81 0.14 0.01 0.18 0.51 0.46 0.39 0.59 0.53 0.96 0.57 0.40 0.28 0.19 0.75 0.39 0.21 0.85 0.77 0.48 0.14 0.85 0.50 0.07 0.40 0.02 0.63 0.21 0.95 0.82 0.75 0.25 0.51 0.36 0.33 0.40 0.29 0.01 0.01 0.49 0.32 0.42 0.01 0.89 0.52 0.68 0.32 0.96 0.06 0.92 0.97 0.93 0.92 0.57 0.70 0.46 ]
[0.76 0.63 0.17 0.93 0.35 0.57 0.55 0.32 0.66 0.03 0.03 0.69 0.54 0.75 0.17 0.25 0.57 0.27 0.15 0.70 0.06 0.56 0.92 0.49 0.64 0.80 0.75 0.03 0.23 0.17 0.61 0.52 0.42 0.44 1.00 0.97 0.26 0.55 0.57 0.53 0.16 0.51 0.12 0.64 0.39 0.86 0.93 0.91 0.80 0.82 0.97 0.38 0.29 0.68 0.25 0.72 0.48 0.08 0.15 0.51 0.60 0.02 0.49 0.25 0.08 0.40 0.34 0.31 0.68 0.03 0.48 0.71 0.89 0.30 0.83 0.10 0.95 0.35 0.85 0.31 0.73 0.80 0.91 0.50 0.70 0.09 0.67 0.38 0.54 0.43 0.20 0.41 ]
[0.98 0.21 0.20 0.52 0.78 0.98 0.74 0.57 0.73 0.61 0.57 0.35 0.91 0.80 0.04 0.91 0.99 0.83 0.80 0.78 0.16 0.85 0.13 0.19 0.64 0.97 0.48 0.06 0.68 0.59 0.66 0.98 0.25 0.67 0.97 1.00 0.11 0.75 0.36 0.28 0.52 0.28 0.25 0.55 0.29 0.24 0.96 0.15 0.10 0.70 0.99 0.74 0.17 0.17 0.67 0.13 0.81 0.85 0.96 0.45 1.00 0.07 0.60 0.91 0.97 0.47 0.01 0.85 0.60 0.23 0.10 0.17 0.10 0.12 0.30 0.86 0.71 0.31 0.71 0.20 0.90 0.19 0.85 0.46 0.01 0.64 0.06 0.32 0.40 0.93 0.16 0.55 ]
[0.14 0.13 0.64 0.24 0.12 0.08 0.79 0.60 0.64 0.86 0.54 0.00 0.70 0.58 0.68 0.29 0.92 0.71 0.51 0.18 0.24 0.58 0.86 0.08 0.35 0.22 0.43 0.67 0.41 0.21 0.67 0.31 0.58 0.81 0.26 0.11 1.00 0.13 0.37 0.79 0.30 0.70 0.05 0.06 0.37 0.09 0.12 1.00 0.14 0.63 0.92 0.65 0.25 0.72 0.28 0.61 0.83 0.18 0.61 0.26 0.35 0.59 0.65 0.50 0.07 0.45 0.23 0.43 0.99 0.90 0.58 0.61 0.16 0.22 0.36 0.76 0.22 0.31 0.49 0.40 0.60 0.90 0.33 0.75 0.41 0.50 0.64 0.66 0.29 0.30 0.31 0.68 ]
