    [1.00 1.00 0.24 0.14 0.35 0.62 0.83 0.62 0.85 0.60 0.74 0.84 1.00 0.52 0.77 0.14 0.85 0.14 0.74 0.33 0.86 0.54 0.82 0.85 0.58 0.14 1.00 0.64 0.43 0.61]
    [0.14 0.37 0.32 0.47 0.64 0.00 0.78 0.00 0.23 0.23 0.14 1.00 0.52 1.00 0.26 0.81 0.00 0.54 0.85 0.27 0.54 0.80 0.26 0.78 0.83 0.22 0.21 0.78 0.00 0.57]
    [0.42 1.00 0.38 0.27 0.14 0.78 1.00 0.82 1.00 0.33 0.49 1.00 0.77 0.26 1.00 0.45 0.00 0.14 0.14 0.14 1.00 0.48 0.00 0.00 0.22 1.00 0.43 0.00 0.50 0.81]
    [0.00 0.70 0.20 0.84 0.52 0.85 0.55 0.14 1.00 0.32 0.20 1.00 0.14 0.81 0.45 1.00 1.00 0.14 0.24 0.14 0.00 1.00 0.14 0.36 0.14 0.53 1.00 0.65 0.46 0.39]
    [0.00 0.60 1.00 0.69 0.85 0.14 0.80 0.50 0.00 0.14 0.52 0.77 0.85 0.00 0.00 1.00 1.00 0.79 0.71 0.88 0.75 0.58 0.36 0.45 0.31 0.66 0.42 0.14 0.80 0.75]
    [0.72 0.77 0.78 0.80 0.57 0.14 0.42 0.56 0.25 1.00 0.14 1.00 0.14 0.54 0.14 0.14 0.79 1.00 0.66 0.66 0.56 0.25 0.54 0.44 0.31 0.48 0.14 1.00 0.48 0.23]
    [0.64 0.76 0.67 0.44 0.25 0.67 0.45 0.48 0.00 0.31 0.00 0.43 0.74 0.85 0.14 0.24 0.71 0.66 1.00 0.00 0.72 0.27 0.85 0.30 0.58 0.62 0.33 0.14 0.62 0.77]
    [0.14 0.49 0.72 0.75 0.56 0.00 0.84 0.72 0.59 0.87 0.26 0.14 0.33 0.27 0.14 0.14 0.88 0.66 0.00 1.00 0.44 0.55 0.88 0.40 0.76 0.28 0.58 1.00 0.14 0.41]
    [0.80 0.86 0.14 0.21 0.89 0.60 0.23 0.82 0.49 1.00 0.39 0.74 0.86 0.54 1.00 0.00 0.75 0.56 0.72 0.44 1.00 0.87 0.58 0.14 0.14 0.00 0.35 0.71 0.00 0.69]
    [0.00 0.51 0.48 0.46 0.56 0.00 0.00 0.40 0.46 0.87 0.14 0.33 0.54 0.80 0.48 1.00 0.58 0.25 0.27 0.55 0.87 1.00 0.21 0.64 1.00 0.44 0.31 0.80 1.00 0.86]
    [0.27 1.00 0.00 0.58 0.00 0.00 0.14 0.14 0.35 0.43 0.22 0.36 0.82 0.26 0.00 0.14 0.36 0.54 0.85 0.88 0.58 0.21 1.00 0.71 0.60 0.46 1.00 0.28 0.14 0.14]
    [0.83 0.00 0.00 0.85 0.57 0.73 0.85 0.78 0.86 0.14 0.64 0.34 0.85 0.78 0.00 0.36 0.45 0.44 0.30 0.40 0.14 0.64 0.71 1.00 0.62 0.36 0.50 0.55 0.00 0.49]
    [0.88 0.30 0.84 0.63 1.00 0.37 0.85 0.41 0.34 0.44 0.28 0.14 0.58 0.83 0.22 0.14 0.31 0.31 0.58 0.76 0.14 1.00 0.60 0.62 1.00 0.53 0.46 0.35 0.84 1.00]
    [0.82 0.41 0.64 0.67 0.26 0.00 0.50 0.58 0.90 0.52 0.78 0.00 0.14 0.22 1.00 0.53 0.66 0.48 0.62 0.28 0.00 0.44 0.46 0.36 0.53 1.00 0.53 0.53 0.61 1.00]
    [0.88 0.23 0.56 0.74 0.32 0.90 0.55 0.20 0.32 0.14 1.00 0.48 1.00 0.21 0.43 1.00 0.42 0.14 0.33 0.58 0.35 0.31 1.00 0.50 0.46 0.53 1.00 0.83 0.25 0.41]
    [0.00 0.23 0.52 0.54 0.63 0.89 0.14 0.00 0.00 0.86 0.75 0.70 0.64 0.78 0.00 0.65 0.14 1.00 0.14 1.00 0.71 0.80 0.28 0.55 0.35 0.53 0.83 1.00 0.22 0.14]
    [1.00 0.23 0.36 0.42 0.21 0.14 0.49 0.71 0.39 0.30 0.44 0.86 0.43 0.00 0.50 0.46 0.80 0.48 0.62 0.14 0.00 1.00 0.14 0.00 0.84 0.61 0.25 0.22 1.00 1.00]
    [1.00 0.69 0.14 0.00 0.25 0.64 0.34 1.00 0.38 0.80 0.77 0.83 0.61 0.57 0.81 0.39 0.75 0.23 0.77 0.41 0.69 0.86 0.14 0.49 1.00 1.00 0.41 0.14 1.00 1.00]
];
